F-At1,F-At2,F-At3,F-At4,F-At5,F-At6,F-At7,F-At8,F-At9,F-At10,F-At11,F-At12,F-At13,F-At14,F-At15,F-At16,A-Actual,Predicted,P-L8,P-L2,P-L1,P-L4,P-L6,P-L0,P-L5,P-L9,P-L7,P-L3,pred_nb,pred_3nn,pred2_nn
100.0,77.0,92.0,100.0,49.0,76.0,18.0,48.0,0.0,15.0,38.0,0.0,75.0,23.0,29.0,27.0,L6,L6,0.006999999999999999,0.017,0.0,0.0,0.963,0.0,0.0,0.001,0.011000000000000001,0.0,L6,L6,L6
44.0,66.0,67.0,100.0,80.0,62.0,47.0,25.0,5.0,0.0,0.0,3.0,50.0,4.0,100.0,7.0,L2,L2,0.005,0.9159999999999999,0.008,0.0,0.006999999999999999,0.0,0.006999999999999999,0.0,0.057,0.0,L2,L2,L2
37.0,100.0,48.0,57.0,74.0,97.0,27.0,97.0,80.0,68.0,100.0,26.0,49.0,0.0,0.0,22.0,L9,L3,0.0,0.0,0.003,0.012,0.001,0.002,0.0,0.0,0.002,0.9790000000000001,L3,L3,L5
100.0,89.0,40.0,83.0,63.0,40.0,84.0,0.0,0.0,7.0,53.0,53.0,80.0,100.0,3.0,78.0,L8,L8,0.598,0.001,0.0,0.0,0.183,0.055999999999999994,0.002,0.012,0.14800000000000002,0.0,L8,L0,L8
45.0,93.0,0.0,60.0,75.0,69.0,89.0,29.0,19.0,0.0,15.0,43.0,26.0,93.0,100.0,100.0,L5,L5,0.248,0.22699999999999998,0.0,0.0,0.003,0.002,0.465,0.0,0.055999999999999994,0.0,L8,L5,L5
13.0,68.0,15.0,30.0,42.0,0.0,86.0,19.0,100.0,56.0,84.0,90.0,33.0,100.0,0.0,73.0,L0,L0,0.006999999999999999,0.0,0.001,0.002,0.0,0.924,0.027999999999999997,0.0,0.038,0.0,L0,L0,L0
49.0,83.0,8.0,57.0,0.0,17.0,51.0,0.0,93.0,28.0,100.0,70.0,61.0,100.0,8.0,86.0,L0,L0,0.009000000000000001,0.0,0.0,0.006,0.006,0.9640000000000001,0.008,0.0,0.006999999999999999,0.0,L0,L0,L0
22.0,93.0,0.0,95.0,50.0,97.0,100.0,100.0,67.0,81.0,43.0,56.0,28.0,28.0,30.0,0.0,L7,L4,0.001,0.105,0.01,0.736,0.0,0.0,0.001,0.016,0.0,0.13,L1,L3,L3
52.0,91.0,72.0,100.0,87.0,70.0,57.0,43.0,100.0,45.0,90.0,15.0,43.0,0.0,0.0,12.0,L3,L3,0.0,0.005,0.0,0.006999999999999999,0.008,0.0,0.0,0.002,0.040999999999999995,0.937,L3,L3,L3
96.0,100.0,52.0,95.0,48.0,76.0,96.0,98.0,100.0,85.0,71.0,54.0,39.0,25.0,0.0,0.0,L9,L9,0.01,0.013000000000000001,0.002,0.017,0.001,0.001,0.0,0.955,0.001,0.001,L3,L9,L9
29.0,73.0,56.0,100.0,68.0,71.0,45.0,38.0,11.0,12.0,0.0,8.0,50.0,6.0,100.0,0.0,L2,L2,0.003,0.9470000000000001,0.019,0.0,0.001,0.0,0.006999999999999999,0.0,0.022000000000000002,0.0,L2,L2,L2
14.0,94.0,4.0,63.0,43.0,36.0,36.0,0.0,10.0,27.0,0.0,72.0,47.0,92.0,100.0,100.0,L5,L5,0.057999999999999996,0.033,0.0,0.005,0.001,0.013999999999999999,0.882,0.0,0.006999999999999999,0.0,L5,L5,L5
53.0,87.0,32.0,47.0,98.0,64.0,69.0,100.0,58.0,69.0,100.0,61.0,71.0,3.0,0.0,0.0,L9,L3,0.0,0.038,0.0,0.006999999999999999,0.001,0.0,0.0,0.0,0.003,0.95,L3,L3,L3
68.0,100.0,24.0,83.0,0.0,41.0,13.0,0.0,60.0,3.0,99.0,30.0,100.0,71.0,55.0,89.0,L0,L0,0.079,0.0,0.0,0.002,0.135,0.753,0.003,0.001,0.027000000000000003,0.0,L8,L6,L0
100.0,98.0,60.0,100.0,29.0,73.0,10.0,41.0,6.0,6.0,46.0,0.0,46.0,27.0,0.0,30.0,L6,L6,0.006999999999999999,0.013000000000000001,0.0,0.0,0.9670000000000001,0.0,0.0,0.001,0.012,0.0,L6,L6,L6
100.0,70.0,58.0,100.0,10.0,75.0,0.0,24.0,48.0,0.0,100.0,19.0,97.0,68.0,45.0,81.0,L0,L8,0.361,0.0,0.0,0.0,0.203,0.221,0.0,0.044000000000000004,0.171,0.0,L8,L6,L6
84.0,100.0,59.0,99.0,16.0,72.0,0.0,42.0,20.0,12.0,100.0,0.0,94.0,22.0,4.0,27.0,L6,L6,0.003,0.009000000000000001,0.0,0.0,0.978,0.001,0.0,0.001,0.006999999999999999,0.0,L6,L6,L6
100.0,100.0,53.0,81.0,25.0,54.0,11.0,25.0,38.0,0.0,99.0,8.0,65.0,29.0,0.0,25.0,L6,L6,0.004,0.021,0.0,0.002,0.9570000000000001,0.002,0.001,0.0,0.013000000000000001,0.001,L6,L6,L6
0.0,42.0,30.0,56.0,59.0,72.0,86.0,94.0,100.0,100.0,80.0,68.0,62.0,35.0,53.0,0.0,L1,L1,0.001,0.001,0.935,0.025,0.0,0.006,0.009000000000000001,0.022000000000000002,0.0,0.001,L1,L1,L1
73.0,85.0,31.0,65.0,0.0,0.0,52.0,9.0,100.0,57.0,82.0,100.0,81.0,78.0,38.0,25.0,L0,L4,0.047,0.0,0.0,0.466,0.005,0.444,0.002,0.035,0.0,0.0,L0,L0,L0
86.0,100.0,48.0,79.0,13.0,52.0,0.0,22.0,45.0,0.0,100.0,16.0,76.0,40.0,6.0,35.0,L6,L6,0.003,0.01,0.0,0.005,0.963,0.004,0.001,0.0,0.011000000000000001,0.002,L6,L6,L6
40.0,79.0,61.0,100.0,78.0,72.0,46.0,41.0,0.0,16.0,1.0,5.0,61.0,1.0,100.0,0.0,L2,L2,0.004,0.966,0.006,0.0,0.002,0.0,0.006,0.0,0.016,0.0,L2,L2,L2
100.0,88.0,69.0,100.0,20.0,84.0,70.0,86.0,93.0,71.0,70.0,44.0,38.0,19.0,0.0,0.0,L9,L9,0.006999999999999999,0.003,0.011000000000000001,0.012,0.001,0.001,0.0,0.963,0.001,0.001,L3,L9,L5
30.0,98.0,16.0,60.0,53.0,28.0,46.0,0.0,13.0,29.0,0.0,68.0,27.0,95.0,100.0,100.0,L5,L5,0.133,0.066,0.0,0.005,0.003,0.006999999999999999,0.777,0.0,0.01,0.0,L5,L5,L5
2.0,78.0,46.0,99.0,100.0,100.0,77.0,76.0,94.0,38.0,94.0,0.0,41.0,3.0,0.0,28.0,L3,L3,0.0,0.001,0.003,0.002,0.0,0.001,0.001,0.0,0.040999999999999995,0.951,L3,L3,L3
0.0,42.0,34.0,57.0,64.0,79.0,95.0,100.0,100.0,85.0,81.0,57.0,62.0,28.0,45.0,0.0,L1,L1,0.001,0.002,0.9570000000000001,0.009000000000000001,0.0,0.003,0.006999999999999999,0.015,0.001,0.005,L1,L1,L1
19.0,100.0,4.0,77.0,0.0,51.0,46.0,36.0,100.0,47.0,96.0,49.0,87.0,23.0,77.0,0.0,L4,L4,0.0,0.004,0.001,0.9540000000000001,0.001,0.017,0.002,0.002,0.0,0.019,L4,L4,L4
3.0,66.0,16.0,100.0,27.0,69.0,14.0,32.0,0.0,0.0,33.0,5.0,67.0,10.0,100.0,11.0,L2,L2,0.001,0.898,0.006999999999999999,0.005,0.021,0.0,0.051,0.0,0.013999999999999999,0.003,L2,L2,L2
47.0,100.0,40.0,82.0,18.0,49.0,0.0,19.0,53.0,20.0,92.0,34.0,94.0,35.0,100.0,0.0,L4,L4,0.001,0.285,0.0,0.54,0.16899999999999998,0.0,0.001,0.001,0.0,0.003,L8,L4,L4
29.0,38.0,61.0,60.0,92.0,83.0,100.0,100.0,73.0,76.0,49.0,50.0,25.0,25.0,0.0,0.0,L1,L1,0.0,0.0,0.982,0.0,0.0,0.0,0.002,0.002,0.009000000000000001,0.004,L1,L1,L1
0.0,63.0,41.0,77.0,79.0,94.0,100.0,100.0,85.0,74.0,75.0,48.0,71.0,22.0,82.0,0.0,L1,L1,0.001,0.022000000000000002,0.951,0.005,0.0,0.0,0.006,0.013000000000000001,0.001,0.001,L1,L1,L1
0.0,52.0,52.0,83.0,97.0,100.0,91.0,55.0,84.0,10.0,21.0,0.0,21.0,7.0,100.0,7.0,L1,L1,0.0,0.002,0.9,0.003,0.0,0.0,0.006,0.0,0.08199999999999999,0.006,L1,L1,L2
88.0,80.0,12.0,80.0,100.0,100.0,100.0,91.0,65.0,68.0,29.0,46.0,6.0,23.0,0.0,0.0,L1,L2,0.003,0.847,0.027000000000000003,0.006999999999999999,0.004,0.0,0.001,0.075,0.012,0.024,L3,L3,L1
13.0,80.0,53.0,71.0,100.0,100.0,23.0,99.0,0.0,71.0,81.0,74.0,74.0,40.0,47.0,0.0,L9,L2,0.001,0.965,0.023,0.002,0.0,0.0,0.006999999999999999,0.001,0.001,0.001,L1,L8,L8
72.0,100.0,38.0,84.0,13.0,63.0,0.0,40.0,40.0,28.0,88.0,31.0,100.0,22.0,84.0,0.0,L4,L2,0.002,0.49700000000000005,0.0,0.11,0.386,0.0,0.0,0.004,0.0,0.001,L8,L4,L4
0.0,100.0,67.0,100.0,86.0,72.0,56.0,37.0,34.0,0.0,6.0,33.0,32.0,45.0,100.0,46.0,L7,L7,0.012,0.182,0.002,0.001,0.003,0.0,0.128,0.0,0.672,0.0,L8,L7,L7
37.0,84.0,69.0,100.0,96.0,87.0,55.0,61.0,88.0,38.0,100.0,9.0,51.0,0.0,0.0,3.0,L3,L3,0.0,0.006,0.001,0.004,0.004,0.0,0.0,0.001,0.032,0.9520000000000001,L3,L3,L3
0.0,59.0,77.0,74.0,100.0,100.0,17.0,93.0,7.0,71.0,82.0,68.0,45.0,35.0,20.0,0.0,L9,L1,0.0,0.002,0.9840000000000001,0.0,0.0,0.0,0.003,0.0,0.002,0.008,L1,L5,L5
2.0,85.0,31.0,100.0,76.0,74.0,62.0,37.0,47.0,0.0,100.0,8.0,68.0,30.0,0.0,41.0,L7,L3,0.0,0.002,0.0,0.0,0.214,0.019,0.003,0.0,0.293,0.469,L8,L3,L7
13.0,100.0,0.0,76.0,28.0,53.0,94.0,56.0,100.0,76.0,93.0,66.0,94.0,33.0,91.0,0.0,L4,L4,0.002,0.011000000000000001,0.0,0.7809999999999999,0.0,0.053,0.001,0.07,0.0,0.081,L4,L4,L4
21.0,75.0,40.0,100.0,85.0,94.0,67.0,63.0,100.0,43.0,95.0,11.0,47.0,0.0,0.0,13.0,L3,L3,0.0,0.001,0.003,0.006,0.001,0.001,0.0,0.0,0.017,0.97,L3,L3,L3
48.0,100.0,15.0,83.0,0.0,39.0,23.0,1.0,71.0,0.0,100.0,34.0,86.0,77.0,44.0,98.0,L0,L0,0.013000000000000001,0.0,0.0,0.002,0.024,0.94,0.004,0.0,0.017,0.0,L8,L0,L0
24.0,100.0,100.0,99.0,93.0,78.0,64.0,48.0,39.0,17.0,19.0,0.0,0.0,31.0,72.0,38.0,L7,L7,0.004,0.016,0.012,0.0,0.0,0.0,0.006,0.0,0.96,0.0,L8,L7,L7
45.0,85.0,93.0,100.0,100.0,98.0,48.0,88.0,7.0,62.0,48.0,48.0,48.0,18.0,0.0,0.0,L5,L2,0.004,0.74,0.021,0.002,0.04,0.0,0.001,0.064,0.079,0.05,L5,L1,L1
54.0,93.0,0.0,88.0,54.0,46.0,70.0,0.0,5.0,9.0,54.0,52.0,100.0,96.0,7.0,100.0,L8,L0,0.133,0.0,0.0,0.0,0.07200000000000001,0.726,0.018000000000000002,0.0,0.05,0.0,L8,L0,L8
46.0,83.0,87.0,100.0,100.0,79.0,75.0,54.0,90.0,36.0,100.0,13.0,49.0,0.0,0.0,12.0,L3,L3,0.0,0.003,0.001,0.001,0.002,0.001,0.0,0.013000000000000001,0.20199999999999999,0.778,L3,L3,L3
84.0,100.0,46.0,98.0,13.0,60.0,0.0,19.0,53.0,0.0,100.0,32.0,33.0,36.0,10.0,4.0,L6,L6,0.002,0.016,0.0,0.013999999999999999,0.953,0.003,0.002,0.0,0.006999999999999999,0.003,L6,L6,L6
26.0,74.0,19.0,49.0,64.0,21.0,20.0,0.0,1.0,25.0,0.0,64.0,45.0,87.0,100.0,100.0,L5,L5,0.025,0.016,0.001,0.001,0.001,0.013000000000000001,0.924,0.0,0.02,0.0,L5,L5,L5
39.0,62.0,78.0,88.0,79.0,100.0,57.0,64.0,38.0,30.0,0.0,0.0,34.0,4.0,100.0,0.0,L1,L1,0.001,0.065,0.904,0.0,0.0,0.0,0.001,0.004,0.024,0.0,L1,L1,L1
14.0,100.0,1.0,54.0,51.0,47.0,36.0,0.0,0.0,14.0,6.0,71.0,42.0,93.0,100.0,97.0,L5,L5,0.047,0.052000000000000005,0.0,0.003,0.002,0.009000000000000001,0.8740000000000001,0.0,0.012,0.0,L5,L5,L5
0.0,65.0,43.0,76.0,93.0,96.0,100.0,100.0,71.0,75.0,48.0,50.0,26.0,25.0,5.0,0.0,L1,L1,0.0,0.001,0.805,0.004,0.0,0.0,0.005,0.0,0.004,0.18100000000000002,L1,L1,L1
0.0,70.0,53.0,88.0,64.0,100.0,62.0,78.0,70.0,57.0,83.0,36.0,100.0,14.0,98.0,0.0,L1,L1,0.001,0.109,0.857,0.01,0.0,0.0,0.003,0.018000000000000002,0.001,0.002,L1,L1,L1
0.0,67.0,16.0,80.0,64.0,100.0,85.0,99.0,85.0,74.0,89.0,49.0,95.0,24.0,100.0,0.0,L1,L1,0.002,0.016,0.894,0.055,0.0,0.002,0.01,0.018000000000000002,0.0,0.003,L1,L1,L1
30.0,100.0,16.0,84.0,0.0,51.0,28.0,26.0,80.0,33.0,100.0,65.0,79.0,34.0,68.0,0.0,L4,L4,0.001,0.012,0.0,0.9570000000000001,0.018000000000000002,0.009000000000000001,0.001,0.001,0.0,0.002,L4,L4,L4
24.0,100.0,14.0,55.0,72.0,52.0,54.0,0.0,8.0,2.0,0.0,58.0,35.0,95.0,100.0,99.0,L5,L5,0.07,0.078,0.0,0.001,0.003,0.004,0.795,0.0,0.049,0.0,L8,L5,L5
0.0,78.0,18.0,96.0,59.0,95.0,100.0,100.0,86.0,82.0,66.0,56.0,52.0,29.0,47.0,0.0,L7,L4,0.001,0.013000000000000001,0.322,0.57,0.0,0.004,0.005,0.017,0.0,0.069,L1,L3,L3
0.0,91.0,46.0,100.0,85.0,80.0,91.0,40.0,88.0,0.0,99.0,22.0,100.0,52.0,50.0,49.0,L7,L7,0.002,0.0,0.0,0.0,0.0,0.092,0.003,0.001,0.812,0.08900000000000001,L8,L3,L7
21.0,92.0,85.0,100.0,90.0,67.0,67.0,34.0,49.0,0.0,0.0,26.0,27.0,43.0,100.0,42.0,L7,L7,0.013999999999999999,0.037000000000000005,0.027000000000000003,0.0,0.001,0.0,0.032,0.0,0.889,0.0,L8,L7,L7
31.0,95.0,5.0,61.0,0.0,23.0,32.0,0.0,77.0,18.0,100.0,51.0,82.0,85.0,37.0,100.0,L0,L0,0.004,0.0,0.0,0.003,0.006,0.971,0.006999999999999999,0.0,0.006999999999999999,0.0,L0,L0,L0
19.0,73.0,54.0,91.0,100.0,100.0,99.0,78.0,86.0,52.0,78.0,26.0,43.0,8.0,0.0,0.0,L3,L3,0.0,0.003,0.019,0.002,0.0,0.0,0.0,0.001,0.033,0.9420000000000001,L3,L3,L3
98.0,100.0,52.0,77.0,18.0,52.0,0.0,25.0,25.0,0.0,100.0,5.0,97.0,29.0,23.0,22.0,L6,L6,0.004,0.021,0.0,0.001,0.963,0.001,0.001,0.0,0.009000000000000001,0.001,L6,L6,L6
79.0,74.0,21.0,67.0,15.0,92.0,71.0,100.0,100.0,75.0,73.0,45.0,36.0,18.0,0.0,0.0,L9,L9,0.001,0.0,0.406,0.162,0.001,0.002,0.0,0.425,0.0,0.003,L3,L9,L9
100.0,100.0,59.0,79.0,26.0,54.0,2.0,28.0,1.0,0.0,58.0,0.0,58.0,21.0,0.0,19.0,L6,L6,0.004,0.027999999999999997,0.0,0.0,0.9490000000000001,0.0,0.001,0.0,0.016,0.0,L6,L6,L6
19.0,86.0,35.0,72.0,95.0,94.0,0.0,100.0,60.0,78.0,100.0,52.0,67.0,26.0,26.0,0.0,L9,L3,0.0,0.001,0.006999999999999999,0.065,0.001,0.001,0.001,0.0,0.0,0.9229999999999999,L1,L3,L5
16.0,59.0,0.0,31.0,31.0,0.0,78.0,15.0,100.0,55.0,87.0,98.0,40.0,100.0,6.0,67.0,L0,L0,0.015,0.0,0.001,0.006,0.0,0.937,0.027000000000000003,0.0,0.012,0.0,L0,L0,L0
83.0,86.0,44.0,100.0,0.0,74.0,58.0,67.0,100.0,94.0,89.0,63.0,77.0,31.0,75.0,0.0,L9,L9,0.04,0.002,0.006999999999999999,0.039,0.0,0.005,0.0,0.907,0.0,0.0,L9,L9,L9
0.0,97.0,43.0,100.0,58.0,62.0,41.0,17.0,26.0,0.0,8.0,36.0,54.0,34.0,100.0,33.0,L7,L2,0.006,0.82,0.001,0.004,0.01,0.0,0.135,0.0,0.023,0.0,L5,L2,L2
0.0,70.0,63.0,80.0,90.0,100.0,100.0,89.0,100.0,67.0,92.0,44.0,84.0,22.0,71.0,0.0,L1,L1,0.001,0.017,0.9159999999999999,0.003,0.0,0.001,0.002,0.052000000000000005,0.003,0.004,L1,L1,L1
30.0,100.0,4.0,67.0,0.0,24.0,30.0,0.0,66.0,11.0,95.0,41.0,100.0,82.0,64.0,93.0,L0,L0,0.009000000000000001,0.0,0.0,0.005,0.008,0.963,0.01,0.0,0.005,0.0,L0,L0,L0
100.0,96.0,71.0,100.0,42.0,79.0,49.0,56.0,91.0,51.0,82.0,16.0,42.0,0.0,0.0,1.0,L5,L9,0.002,0.005,0.004,0.009000000000000001,0.065,0.001,0.0,0.838,0.02,0.055,L3,L5,L5
47.0,100.0,19.0,67.0,0.0,30.0,20.0,0.0,68.0,5.0,100.0,33.0,91.0,72.0,50.0,88.0,L0,L0,0.008,0.0,0.0,0.003,0.025,0.9490000000000001,0.006,0.0,0.01,0.0,L8,L0,L0
100.0,100.0,64.0,98.0,26.0,85.0,36.0,63.0,76.0,58.0,75.0,24.0,42.0,1.0,0.0,0.0,L5,L9,0.003,0.017,0.005,0.022000000000000002,0.152,0.001,0.0,0.762,0.012,0.027999999999999997,L3,L5,L5
67.0,100.0,36.0,82.0,0.0,60.0,5.0,37.0,66.0,38.0,100.0,50.0,73.0,25.0,56.0,0.0,L4,L4,0.001,0.098,0.0,0.69,0.205,0.001,0.0,0.002,0.0,0.003,L4,L4,L4
53.0,100.0,23.0,77.0,0.0,57.0,74.0,66.0,100.0,79.0,70.0,85.0,44.0,42.0,16.0,0.0,L4,L4,0.002,0.001,0.017,0.81,0.001,0.033,0.001,0.13,0.0,0.006,L4,L4,L4
27.0,100.0,0.0,74.0,40.0,54.0,100.0,59.0,84.0,91.0,57.0,64.0,43.0,32.0,33.0,0.0,L4,L4,0.0,0.027999999999999997,0.001,0.622,0.0,0.003,0.001,0.004,0.0,0.341,L4,L4,L4
2.0,80.0,36.0,50.0,54.0,12.0,9.0,0.0,0.0,41.0,5.0,78.0,49.0,95.0,100.0,100.0,L5,L5,0.022000000000000002,0.012,0.001,0.002,0.001,0.02,0.934,0.0,0.008,0.0,L5,L5,L5
48.0,95.0,94.0,100.0,100.0,73.0,75.0,47.0,41.0,25.0,0.0,5.0,41.0,1.0,94.0,0.0,L2,L2,0.002,0.875,0.062,0.0,0.0,0.0,0.002,0.001,0.057,0.001,L5,L7,L7
100.0,100.0,68.0,96.0,38.0,70.0,14.0,44.0,0.0,14.0,36.0,0.0,51.0,23.0,3.0,28.0,L6,L6,0.006,0.015,0.0,0.0,0.9640000000000001,0.0,0.0,0.001,0.013000000000000001,0.0,L6,L6,L6
58.0,100.0,0.0,89.0,44.0,53.0,100.0,21.0,63.0,0.0,62.0,36.0,87.0,80.0,25.0,91.0,L8,L0,0.11900000000000001,0.0,0.0,0.001,0.061,0.741,0.004,0.001,0.07200000000000001,0.0,L8,L0,L8
0.0,61.0,22.0,89.0,59.0,100.0,72.0,73.0,53.0,42.0,31.0,12.0,58.0,0.0,100.0,4.0,L2,L1,0.0,0.217,0.747,0.018000000000000002,0.0,0.0,0.008,0.001,0.003,0.006,L1,L1,L1
0.0,75.0,29.0,79.0,71.0,91.0,100.0,100.0,82.0,74.0,68.0,48.0,57.0,21.0,58.0,0.0,L1,L1,0.0,0.066,0.7340000000000001,0.08900000000000001,0.0,0.0,0.013999999999999999,0.002,0.001,0.095,L1,L1,L1
0.0,48.0,28.0,64.0,61.0,82.0,92.0,100.0,100.0,84.0,86.0,56.0,73.0,28.0,64.0,0.0,L1,L1,0.001,0.002,0.934,0.023,0.0,0.005,0.009000000000000001,0.023,0.0,0.002,L1,L1,L1
36.0,90.0,86.0,100.0,87.0,73.0,47.0,49.0,92.0,44.0,100.0,16.0,53.0,0.0,0.0,1.0,L3,L3,0.0,0.005,0.001,0.008,0.006,0.0,0.0,0.001,0.025,0.9540000000000001,L3,L3,L3
78.0,85.0,65.0,66.0,100.0,25.0,49.0,0.0,15.0,29.0,58.0,67.0,66.0,100.0,0.0,84.0,L8,L7,0.315,0.001,0.0,0.0,0.10300000000000001,0.106,0.011000000000000001,0.001,0.46399999999999997,0.0,L8,L8,L8
69.0,100.0,31.0,73.0,39.0,55.0,89.0,62.0,100.0,84.0,63.0,57.0,31.0,28.0,0.0,0.0,L4,L4,0.001,0.02,0.001,0.72,0.004,0.002,0.0,0.115,0.0,0.136,L4,L4,L4
0.0,87.0,55.0,100.0,100.0,81.0,74.0,41.0,49.0,0.0,20.0,10.0,32.0,32.0,99.0,35.0,L7,L7,0.001,0.068,0.015,0.0,0.0,0.0,0.018000000000000002,0.0,0.89,0.006999999999999999,L8,L7,L7
100.0,100.0,92.0,85.0,75.0,71.0,58.0,57.0,58.0,42.0,33.0,28.0,8.0,14.0,0.0,0.0,L1,L6,0.008,0.055,0.003,0.001,0.7240000000000001,0.0,0.001,0.10099999999999999,0.09,0.017,L3,L5,L5
47.0,91.0,37.0,63.0,65.0,27.0,21.0,0.0,9.0,40.0,0.0,91.0,49.0,100.0,100.0,91.0,L5,L5,0.384,0.03,0.0,0.003,0.003,0.004,0.573,0.0,0.003,0.0,L5,L5,L5
0.0,96.0,45.0,100.0,100.0,99.0,79.0,83.0,60.0,63.0,45.0,42.0,36.0,21.0,33.0,0.0,L7,L3,0.0,0.349,0.015,0.011000000000000001,0.0,0.0,0.002,0.0,0.008,0.614,L1,L3,L3
12.0,73.0,29.0,62.0,66.0,32.0,29.0,0.0,5.0,29.0,0.0,71.0,38.0,96.0,100.0,100.0,L5,L5,0.048,0.015,0.002,0.002,0.001,0.015,0.903,0.0,0.013999999999999999,0.0,L5,L5,L5
84.0,93.0,20.0,100.0,22.0,50.0,44.0,0.0,0.0,22.0,54.0,59.0,100.0,95.0,27.0,97.0,L8,L8,0.6709999999999999,0.004,0.0,0.0,0.12300000000000001,0.155,0.004,0.026000000000000002,0.018000000000000002,0.0,L8,L8,L8
39.0,80.0,21.0,60.0,35.0,19.0,12.0,0.0,0.0,31.0,16.0,72.0,51.0,98.0,100.0,100.0,L5,L5,0.193,0.01,0.0,0.006999999999999999,0.003,0.017,0.767,0.0,0.002,0.0,L5,L5,L5
52.0,100.0,29.0,73.0,0.0,47.0,19.0,42.0,69.0,37.0,100.0,54.0,90.0,30.0,88.0,0.0,L4,L4,0.001,0.061,0.0,0.894,0.037000000000000005,0.002,0.0,0.002,0.0,0.002,L4,L4,L4
78.0,100.0,40.0,94.0,16.0,58.0,5.0,21.0,53.0,0.0,100.0,27.0,36.0,30.0,0.0,0.0,L6,L6,0.002,0.017,0.0,0.013999999999999999,0.951,0.003,0.001,0.0,0.006999999999999999,0.005,L6,L6,L6
0.0,89.0,47.0,100.0,89.0,87.0,74.0,61.0,45.0,37.0,15.0,14.0,43.0,0.0,100.0,1.0,L2,L2,0.0,0.8740000000000001,0.03,0.009000000000000001,0.0,0.0,0.003,0.0,0.013999999999999999,0.069,L2,L1,L2
44.0,80.0,80.0,100.0,100.0,85.0,72.0,59.0,92.0,38.0,93.0,14.0,49.0,3.0,0.0,0.0,L3,L3,0.0,0.006,0.002,0.001,0.002,0.0,0.0,0.005,0.083,0.9,L3,L3,L3
80.0,100.0,60.0,76.0,26.0,52.0,0.0,28.0,46.0,11.0,97.0,29.0,100.0,24.0,100.0,0.0,L4,L2,0.002,0.527,0.0,0.032,0.434,0.0,0.0,0.004,0.0,0.0,L8,L6,L4
51.0,100.0,0.0,90.0,5.0,57.0,92.0,61.0,100.0,70.0,85.0,82.0,68.0,40.0,86.0,0.0,L4,L4,0.015,0.005,0.0,0.552,0.0,0.026000000000000002,0.0,0.4,0.0,0.002,L4,L4,L4
95.0,68.0,77.0,100.0,21.0,76.0,60.0,38.0,68.0,0.0,0.0,15.0,29.0,53.0,100.0,81.0,L8,L8,0.773,0.0,0.068,0.0,0.0,0.013000000000000001,0.006999999999999999,0.034,0.10400000000000001,0.0,L8,L8,L8
91.0,100.0,66.0,88.0,31.0,58.0,15.0,26.0,50.0,0.0,100.0,17.0,67.0,45.0,0.0,47.0,L6,L6,0.013999999999999999,0.002,0.0,0.0,0.8759999999999999,0.01,0.0,0.001,0.09699999999999999,0.0,L6,L6,L6
34.0,64.0,52.0,100.0,58.0,57.0,37.0,16.0,0.0,0.0,24.0,20.0,61.0,1.0,100.0,5.0,L2,L2,0.005,0.95,0.002,0.0,0.013000000000000001,0.0,0.013999999999999999,0.0,0.016,0.0,L2,L2,L2
38.0,92.0,15.0,72.0,42.0,44.0,25.0,0.0,0.0,8.0,8.0,61.0,40.0,93.0,100.0,100.0,L5,L5,0.278,0.051,0.0,0.006999999999999999,0.006999999999999999,0.004,0.645,0.0,0.008,0.0,L5,L5,L5
27.0,92.0,22.0,53.0,58.0,28.0,18.0,0.0,0.0,32.0,13.0,85.0,50.0,98.0,100.0,100.0,L5,L5,0.076,0.022000000000000002,0.0,0.006,0.002,0.015,0.8759999999999999,0.0,0.003,0.0,L5,L5,L5
100.0,100.0,52.0,80.0,20.0,52.0,6.0,20.0,45.0,0.0,99.0,12.0,59.0,30.0,0.0,25.0,L6,L6,0.003,0.02,0.0,0.004,0.956,0.002,0.001,0.0,0.012,0.002,L6,L6,L6
0.0,96.0,40.0,100.0,60.0,66.0,58.0,27.0,41.0,0.0,20.0,35.0,54.0,42.0,100.0,46.0,L7,L2,0.026000000000000002,0.5539999999999999,0.002,0.006999999999999999,0.003,0.0,0.27899999999999997,0.0,0.13,0.0,L8,L2,L2
0.0,82.0,25.0,100.0,52.0,73.0,44.0,34.0,32.0,0.0,0.0,29.0,50.0,34.0,100.0,39.0,L7,L2,0.006999999999999999,0.55,0.048,0.02,0.005,0.0,0.344,0.0,0.025,0.001,L5,L2,L2
0.0,48.0,30.0,67.0,65.0,85.0,100.0,100.0,84.0,75.0,65.0,51.0,47.0,25.0,34.0,0.0,L1,L1,0.0,0.003,0.9490000000000001,0.012,0.0,0.001,0.01,0.002,0.001,0.022000000000000002,L1,L1,L1
14.0,55.0,40.0,61.0,59.0,100.0,58.0,62.0,59.0,21.0,100.0,14.0,48.0,5.0,0.0,0.0,L1,L3,0.0,0.0,0.175,0.013999999999999999,0.001,0.002,0.002,0.0,0.006999999999999999,0.8,L3,L3,L3
46.0,96.0,80.0,100.0,81.0,76.0,77.0,60.0,100.0,36.0,75.0,12.0,36.0,0.0,0.0,6.0,L3,L3,0.0,0.006999999999999999,0.001,0.005,0.006,0.0,0.0,0.002,0.076,0.903,L3,L3,L3
